video_id,cvt_per_day,weighted_categorical_position,weighted_horizontal_poition,import_id,release_year,genres,imdb_votes,budget,boxoffice,imdb_rating,duration_in_mins,metacritic_score,awards,mpaa,star_category
300243,91924.547011449278,2,4,lionsgate,2012,"Action,Thriller,Mystery,Drama",75053,23000000,18934858,5.8000001907348633,92.845700000000008,67,other award,R,3.1119047618571427
304373,91909.061652816774,1,4,lionsgate,2008,"Horror,Mystery",46128,12000000,31397498,5.4000000953674316,96.583333333333329,36,other award,PG-13,2.0291666667500001
334155,90767.525544222837,3,6,mgm,2008,"Animation,Comedy,Kids & Family",20095,25000000,19528188,6,86.567549999999997,40,other award,PG,1.3912280701578947
385498,87951.007387934587,1,5,lionsgate,2012,"Drama,Thriller",44223,12000000,7918283,6.5999999046325684,107.49638333333334,73,Golden Globe,R,2.25
310134,86687.096756049796,3,10,mgm,1997,"Crime,Drama",8683,30000000,23461013,6.1999998092651367,130.40915000000001,50,other award,R,1.6666666666666667
369854,85322.707076690946,2,11,lionsgate,2014,"Thriller,Drama,Crime",39129,4000000,371897,6.9000000953674316,117.76945000000001,74,other award,R,1.9208333332500001
299578,84165.940630042795,2,8,lionsgate,2006,"Horror,Mystery,Thriller",22862,14000000,16298046,5,90.261916666666664,38,other award,PG-13,1.825
289827,82710.229074203584,3,9,lionsgate,2008,"Crime,Comedy",17615,22000000,20668843,5.8000001907348633,103.95,41,other award,PG-13,2.625
376073,81227.020875189017,2,11,lionsgate,2010,"Action,Horror,Thriller",109896,20000000,29975979,6.5,97.815783333333329,57,other award,R,2.1600000000000001
313883,80567.839152429093,3,8,lionsgate,2011,"Comedy,Drama,Romance",280266,8000000,34963967,7.6999998092651367,100.038,72,Golden Globe,R,3
376177,78573.864085309149,2,12,lionsgate,2015,Action,40985,30000000,8551228,5.5999999046325684,92.328516666666673,40,no award,R,1.9141025640769231
300460,77369.995498425662,3,10,mgm,1987,"Comedy,Romance",39965,1500000,8551228,6.8000001907348633,112.22616666666666,53,other award,PG,2.5833333333333335
302266,75614.838612538195,3,5,mgm,2007,"Romance,Comedy",13137,1500000,8551228,5.6999998092651367,91.683333333333337,57,no award,R,2.5
332927,75590.956960581156,3,8,lionsgate,2009,"Drama,Thriller,War",92303,26000000,28501651,7.0999999046325684,104.63941666666666,58,Golden Globe,R,1.9302083333125
380522,74770.795362934834,2,6,lionsgate,2014,Drama,34610,2000000,60755732,4.8000001907348633,113.03968333333334,16,no award,PG,1.5375000000000001
394072,74153.41398591944,3,8,mgm,2000,Thriller,47562,42000000,16252765,6,116.19633333333333,33,other award,R,2.1749999999999998
354720,73298.316033937925,3,6,lionsgate,2010,"Drama,Thriller",117575,2000000,6531491,7.1999998092651367,100.01668334999999,90,Oscar,R,2.0750000000000002
332932,71299.35788145379,2,8,lionsgate,2010,"Horror,Drama,Thriller",9069,1000000,8551228,5.4000000953674316,92.778966666666676,57,other award,R,1
348935,70320.076242725656,3,9,lionsgate,2010,"Horror,Thriller",55467,1500000,8551228,6.1999998092651367,93.278602083333325,43,other award,R,1.55
312416,69342.915265416086,1,4,mgm,2006,"Action,Crime,Drama,Adventure,Thriller",56152,2000000,3335839,6.9000000953674316,116.15786666666666,56,other award,R,2.9333333333333336
305457,68597.277771719237,5,8,paramount,2009,"Comedy,Kids & Family,Drama",10925,55000000,16088610,5.5999999046325684,107.08386666666667,54,other award,PG,1.75
302437,67470.743508538784,3,7,lionsgate,2012,"Crime,Thriller",130199,42000000,18600911,6.5999999046325684,102.34999999999999,40,other award,PG-13,2.625
322939,67182.331517112689,3,8,paramount,2003,"Comedy,Music,Kids & Family",219006,35000000,81257845,7.0999999046325684,109.19953333333333,82,Golden Globe,PG-13,1.6318181818181818
322948,66999.816395923932,4,14,paramount,2003,"Drama,Sci-Fi,Action,Adventure",54254,80000000,19480739,5.5999999046325684,115.46663333333332,28,no award,PG-13,2.1466666667000003
361903,66867.22186687724,1,7,other,2011,Drama,38431,15000000,4439063,6.8000001907348633,104.63866088333333,69,other award,R,3.0277777778333337
314549,65817.594589657281,4,16,paramount,2003,"Comedy,Drama,Music,Romance",6025,15000000,30238577,5.5,122.84511666666667,53,other award,PG-13,3
312173,65193.047188623066,2,10,mgm,2003,"Crime,Drama,Romance,Thriller",17716,15000000,9059588,6.5999999046325684,117.98608333333333,57,other award,R,2.6166666666666667
380514,65061.966122070531,2,17,lionsgate,2008,"Comedy,Thriller",5587,7500000,4131640,3.2000000476837158,96.214333333333329,17,other award,PG-13,2.3500000000000001
306927,62959.443243933209,5,10,mgm,1990,"Adventure,Drama,Western",195762,22000000,184208848,8,181.11515,72,Oscar,PG-13,1.6666666666666667
343314,61922.500607929134,3,6,lionsgate,2000,"Music,Comedy,Horror,Action,Fantasy",4729,1500000,8551228,3.5999999046325684,90.772022016666668,57,other award,R,1.1166666666666667
337825,61551.589006291972,3,8,other,2013,"Comedy,Drama",7819,1500000,8551228,5.8000001907348633,97.820088883333327,50,other award,R,1.6666666666666667
308307,61039.881215646761,3,15,lionsgate,2010,"Thriller,Drama,Mystery",126451,3000000,1028658,7,95.381383333333332,65,other award,R,1.6666666666666667
380515,59799.342559796249,3,8,lionsgate,2015,Thriller,49890,50000000,1206135,6.5,137.18164999999999,41,other award,R,2.319047619
307561,59565.069915080567,4,9,paramount,1995,"Comedy,Kids & Family,Drama",16000,1500000,8551228,5.8000001907348633,100.89728333333333,45,other award,PG,1.6666666666666667
289781,59232.33806751651,3,9,lionsgate,2009,"Drama,Horror,Mystery",31932,4500000,108229,5.9000000953674316,102.82163333333332,36,other award,R,3
316461,58040.73778077418,2,9,lionsgate,2005,"Thriller,Independent,Crime,Drama,Horror,Mystery",136335,950000,1007962,7.0999999046325684,104.09304999999999,58,other award,R,1.6666666666666667
380523,56722.046750829133,3,16,lionsgate,2014,Drama,4204,1500000,8551228,6.5,101.47326666666666,47,Golden Globe,R,2.0583333332500002
329421,55796.21071164788,5,11,lionsgate,2006,Drama,15813,1500000,8551228,7.5,112.93313333333334,72,other award,PG,2.375
376162,55761.54690126505,3,10,lionsgate,2013,Comedy,13062,1500000,8551228,5.8000001907348633,103.21091666666666,38,no award,PG-13,1.4593750000000001
304788,55360.592297002251,3,13,lionsgate,2013,"Horror,Thriller",36735,20000000,34334256,4.8000001907348633,91.950000000000003,57,other award,R,1.5222222222222221
322949,55239.324896857019,3,13,paramount,2008,"Comedy,Drama,Fantasy",62236,20000000,13214030,6.6999998092651367,102.27115000000001,72,other award,PG-13,2.0666666666666669
310138,51740.518991465506,2,11,mgm,2003,"Horror,Thriller",48153,17000000,35143332,5.5999999046325684,104.09035,36,other award,R,1.5
306801,51211.221414053231,5,7,paramount,1992,"Animation,Comedy,Musicals,Fantasy",3301,0,0,5.5,72.672666666666657,0,other award,PG-13,1.3333333333333333
307868,48094.5965849481,2,9,paramount,2010,"Comedy,Drama,Crime",33485,22000000,723714,6.5999999046325684,112.11883333333334,60,no award,R,2.4666666667500001
312196,46828.186015533909,4,17,mgm,1995,Drama,52929,45000000,20302961,4.5999999046325684,131.37475000000001,16,other award,NC-17,2.2666666666666666
389503,46442.389280500502,3,13,mgm,1986,Action,196512,13000000,53424681,7.5,102.74516666666666,67,Oscar,R,1.9083333333333332
307753,46247.178838294247,4,11,lionsgate,1989,"Action,Sport",40028,1500000,14697005,6.4000000953674316,97.517833333333328,33,no award,R,1.6666666666666667
352450,45647.086678963373,3,16,lionsgate,2007,"Action,Thriller,Crime",46445,1500000,8551228,6.0999999046325684,113.61741741666667,23,other award,R,1.3833333333333335
376182,45602.720579186724,2,9,lionsgate,2011,"Comedy,Drama,Romance",37557,10000000,7250054,6.1999998092651367,107.27608333333333,55,other award,R,1.98125
361895,45484.843378622303,2,4,other,2014,"Drama,Thriller,Crime",50383,1066167,258113,7.0999999046325684,90.400817483333341,77,other award,R,1
334160,44667.663244548421,5,10,mgm,1991,"Crime,Drama,Thriller",948630,19000000,130727000,8.6000003814697266,118.56035,84,Oscar,R,2.7791666667499997
299584,43944.173330879574,3,9,lionsgate,2011,"Drama,Thriller",55831,15000000,1357042,7.0999999046325684,108.52941666666668,52,other award,R,1.6000000000000001
356373,43730.260058921376,2,15,lionsgate,2009,"Comedy,Horror",10352,1500000,8551228,3.5999999046325684,90.413239583333336,57,other award,R,1.6499999999999999
332931,43710.929894721303,3,16,lionsgate,2007,"Comedy,Action,Adventure",9699,1500000,8551228,3.5,89.430483333333328,17,no award,PG-13,1.378125
302240,43388.245238499927,3,10,mgm,2005,Comedy,5496,1500000,8551228,4.8000001907348633,91.783249999999995,57,no award,R,1.4444444444444444
289849,43366.198132696292,2,12,lionsgate,2010,"Drama,Comedy,Romance",13794,15000000,4360548,6.4000000953674316,89.978949999999998,69,other award,R,2.9249999999999998
321861,43264.842521056911,6,12,lionsgate,2010,"Kids & Family,Comedy,Adventure",5969,1500000,8551228,2.2000000476837158,82.801633333333328,57,other award,NotRated,1.4285714285714286
322959,43253.062146681776,4,12,paramount,2009,"Thriller,Horror,Drama,Mystery",64267,1500000,8551228,6.4000000953674316,87.233833333333322,43,other award,PG-13,2.2124999999999999
369865,42260.85071396549,2,17,lionsgate,2015,"Action,Comedy",15303,11000000,8551228,5.5999999046325684,94.093366666666668,45,other award,PG-13,1.375
369861,41971.589376836084,2,13,lionsgate,2014,"Action,Thriller",14331,18000000,8551228,4.5999999046325684,90.611550000000008,19,other award,R,1.8499999999999999
304771,41678.88084399722,3,9,lionsgate,2012,Horror,7029,25000000,8551228,4.3000001907348633,113.8,23,no award,PG-13,2.0777777776666668
312424,41633.096917563198,3,7,mgm,1998,"Action,Adventure,Crime,Thriller",149835,55000000,41609593,7.3000001907348633,121.57510000000001,67,other award,R,1.6666666666666667
348089,40284.982078689973,3,8,lionsgate,2013,"Action,Adventure,Drama",62588,9000000,6262942,6.9000000953674316,105.66538761666668,87,Oscar,PG-13,3.5666666669999998
389506,40222.503870674285,3,15,mgm,1989,Action,68816,35000000,45681173,5.8000001907348633,116.6841,57,other award,R,2.0750000000000002
376042,40022.94494269666,7,15,lionsgate,1988,Kids & Family,8706,1500000,8551228,6.0999999046325684,101.55798333333334,57,other award,PG,1.2222222222222223
316454,39257.401123042633,4,17,lionsgate,2002,"Drama,Comedy,Romance",70609,4000000,4046737,7.0999999046325684,111.12993333333334,63,Golden Globe,R,2.8333333334999997
299596,38348.276356633782,4,12,lionsgate,2007,Horror,73890,10000000,17544812,5.5,94.191516666666672,46,other award,R,1.5250000000000001
343310,38331.782452525913,3,11,lionsgate,1993,"Comedy,Horror,Fantasy",18153,900000,8556940,4.6999998092651367,91.442136583333337,57,no award,R,1.1937500000000001
369867,37665.333585541201,2,7,lionsgate,2014,Comedy,14034,3500000,8551228,6.9000000953674316,95.098649999999992,54,other award,PG-13,1.3019607842941177
292823,36871.478115107639,2,9,lionsgate,2009,"Thriller,Horror,Mystery",12042,15000000,8551228,5.3000001907348633,107.92155,57,other award,PG-13,1.5
316468,36631.091996319366,3,20,lionsgate,2006,"Comedy,Romance",9174,4000000,15655665,3.0999999046325684,90.245183333333344,21,other award,PG-13,1.6666666666666667
356377,36367.125882857639,2,5,lionsgate,2009,"Horror,Thriller",5085,10000000,8551228,4.8000001907348633,91.469850700000009,57,no award,R,1.9000000000000001
389845,36079.421998093436,3,10,mgm,2001,Action,23016,70000000,18990798,3,97.806350000000009,14,other award,PG-13,1.7875000000000001
348946,35525.165240186449,3,11,lionsgate,2013,"Comedy,Drama",21391,1500000,8551228,6.4000000953674316,112.67865086666667,54,other award,R,1.5999999999999999
301152,35053.26490543277,2,6,mgm,1993,"Drama,Crime,Horror,Thriller",43586,9000000,2395231,6.6999998092651367,118.25,49,other award,R,2.6625000000000001
332925,34685.127460296972,3,8,lionsgate,2013,"Crime,Drama,Thriller",15513,25500000,41229,6.5,128.6371,45,no award,R,1.7431372548823529
393887,34508.668787607719,16,7,mgm,1987,"Comedy,Drama",0,0,0,0,94.188100000000006,0,no award,R,2.8999999999999999
358575,34223.496678769392,4,18,mgm,1988,"Drama,Crime,Documentary",69995,15000000,34603943,7.8000001907348633,126.89216995,65,Oscar,R,3.1499999999999999
348457,33921.653034079172,3,13,mgm,2014,"Horror,Mystery,Thriller",10602,1500000,8551228,5.5999999046325684,86.055499949999998,47,other award,R,1.3406250000000002
300244,32755.630435564552,4,8,lionsgate,2011,Drama,45302,7000000,382946,7.0999999046325684,106,45,other award,R,1.5133333333333332
283943,32564.069915299711,3,17,lionsgate,2010,Action,5372,2300000,8551228,5.1999998092651367,97.119500000000002,57,no award,R,1.4750000000000001
385503,32235.673921713373,2,5,lionsgate,2014,"Comedy,Drama",18131,1500000,8551228,5.6999998092651367,83.74015,21,no award,R,2.9750000000000001
345995,32166.75497381746,15,1,mgm,2004,"Comedy,Drama",493,0,0,5.0999999046325684,90.578000000000003,0,no award,R,1
289780,32002.411911506846,4,11,lionsgate,2009,"Romance,Drama",8534,1500000,8551228,6.3000001907348633,92.099999999999994,57,no award,PG-13,1.625
307762,31068.847936689523,5,7,lionsgate,2011,"Action,Adventure,Romance",93144,75000000,20315324,5.8000001907348633,110.43618333333333,35,other award,PG-13,2.4785714285714286
389495,30585.925254530579,3,22,mgm,2008,Comedy,4078,1500000,8551228,3.7999999523162842,85.940350000000009,57,other award,PG,1.0636363636363635
321251,30384.189985778921,3,15,other,2013,"Comedy,Horror",7677,2500000,4980,4.8000001907348633,93.985916666666668,41,no award,R,1.8500000000000001
372427,30382.394806126482,2,21,other,2010,"Action,Adventure",4501,1500000,8551228,5.1999998092651367,93.824483333333333,57,other award,R,2.0499999999999998
308317,29813.112731726982,7,11,lionsgate,2010,"Animation,Action,Adventure,Fantasy,Sci-Fi",9385,1500000,8551228,6.8000001907348633,81.121750000000006,57,no award,PG-13,1
343312,29660.145179062878,3,8,lionsgate,1995,"Horror,Comedy,Fantasy",6569,2000000,2260622,4.4000000953674316,85.423112000000003,57,no award,R,1.1764705882352942
394073,29581.917843793137,4,10,mgm,1986,Comedy,0,0,0,0,110.30196863333335,0,Golden Globe,PG,2.8111111110000002
385509,29336.952391043815,4,6,lionsgate,2001,"Thriller,Drama",3508,1500000,8551228,8.3000001907348633,146.81154999999998,57,no award,R,1.4431372548823529
361902,28805.261776366297,2,8,other,2011,"Drama,War",13955,10000000,7691700,7.5,102.4357691,59,other award,PG-13,2.5
348455,28581.787758999581,4,16,mgm,1985,"Comedy,Fantasy",36601,1500000,8551228,6,92.358330549999991,25,no award,PG,3
300158,28312.463932662271,6,16,lionsgate,1998,"Crime,Drama",7348,3000000,9630169,5.9000000953674316,95.799999999999997,57,other award,R,1.7142857142857142
312423,28269.212004355963,3,11,mgm,2003,"Crime,Drama,Thriller",47874,50000000,40905277,6.5,105.42235000000001,63,other award,PG-13,2.6666666666666665
317482,28014.212588980467,3,9,mgm,1983,"Drama,Action,Crime",8378,5000000,12200000,6.3000001907348633,108.06715000000001,57,no award,PG,1.5
318759,27984.94991999304,3,6,mgm,1987,"Thriller,Crime,Drama,Horror",43586,9000000,2395231,6.6999998092651367,118.32795,49,other award,R,3
302489,27821.225513318161,6,8,lionsgate,2008,"Romance,Comedy,Fantasy",52506,15000000,10011274,6.8000001907348633,89.483333333333334,48,no award,PG,2.9083333332499999
390870,27540.878622865046,2,7,mgm,2006,Drama,14787,1500000,8551228,6.6999998092651367,101.53234999999999,51,no award,R,1.8909090909090909
303172,27406.042816053843,7,9,paramount,2011,"Comedy,Drama",67649,12000000,16300302,6.3000001907348633,93.64918333333334,71,Golden Globe,R,2.3250000000000002
348094,27166.694600623996,3,13,lionsgate,2014,"Comedy,Horror,Sci-Fi",16757,1500000,8551228,5.6999998092651367,88.032171066666663,49,other award,R,2.3600000000000003
300846,27155.905575509849,4,14,lionsgate,1986,"Action,Thriller,Mystery,Horror,Sci-Fi,Romance",11253,2700000,3500000,5.9000000953674316,92.901383333333328,57,no award,PG-13,2.0874999999999999
376133,27110.856368999535,4,23,lionsgate,2007,"Comedy,Horror",35967,1500000,8551228,5.4000000953674316,93.792749999999998,57,other award,R,1.1666666666666667
308319,27110.11923299461,4,23,lionsgate,2014,Horror,4177,1500000,8551228,4.8000001907348633,90.211083333333335,57,other award,R,1
316457,27023.459694789053,4,11,lionsgate,2004,"Thriller,Sci-Fi,Action",27621,1500000,8551228,6.1999998092651367,94.512633333333326,43,other award,PG-13,2.9333333333333336
358572,26728.079893757502,3,10,mgm,2008,"Comedy,Drama",63071,27000000,2775593,6.5,109.76949171666666,35,no award,R,1.4947916666875001
389501,26708.466940320872,4,23,mgm,1992,Western,3394,10000000,18290000,5.4000000953674316,111.15155,0,other award,R,1.5041666666666667
307746,26424.254112840346,4,8,lionsgate,2006,Horror,146499,4800000,47277326,5.9000000953674316,93.445233333333334,55,other award,R,1.575
321127,26319.645655170159,5,11,lionsgate,1997,"Crime,Drama,Documentary,Romance",8570,3000000,4109095,6,113.26801666666667,57,other award,R,1.0588235294117647
389514,26208.846643376884,4,13,mgm,2008,"Action,Drama",4081,1500000,8551228,4.6999998092651367,91.795349999999999,57,other award,NotRated,1.0777777777777777
321133,26160.249973334408,7,10,lionsgate,2011,"Animation,Adventure,Kids & Family,Comedy",851,0,0,4.5,92.167933333333337,0,no award,PG,1
312193,26151.402045404368,4,14,mgm,1984,"Action,Drama,Adventure,Thriller",64288,65000000,44800706,5.4000000953674316,114.01275000000001,31,other award,PG-13,1.8533333333999997
300170,25930.235246530858,4,14,lionsgate,2007,"Drama,Horror,Thriller,Mystery",13919,1200000,8551228,5.0999999046325684,94.516666666666666,57,no award,R,1
393462,25903.210292219024,4,9,lionsgate,2005,"Documentary,Action,Adventure",44985,1500000,8551228,7.8000001907348633,104.49544999999999,87,other award,R,2
382238,25750.911519093625,4,4,other,2015,"Romance,Comedy",384,0,0,5.5,86.33293333333333,0,no award,NotRated,1.6166666666666665
385508,25112.736768324416,3,9,lionsgate,2008,"Romance,Comedy,Drama",18743,1500000,8551228,6.6999998092651367,92.626749999999987,57,Golden Globe,PG-13,2.25
316459,24601.306559776061,5,11,lionsgate,1997,"Thriller,Mystery,Sci-Fi",172672,1500000,8551228,7.3000001907348633,90.385600000000011,61,other award,R,1.6666666666666667
299591,24358.722670220555,4,12,lionsgate,1997,"Comedy,Drama,Mystery,Thriller,Crime",23404,5000000,1692872,7,106.71666666666667,43,no award,R,2.1124999999999998
351418,24307.830438689882,5,10,other,2014,"Thriller,Independent,Horror",25331,4000000,9134,6.3000001907348633,92.525164050000001,44,other award,R,1.7333333335000001
348937,23885.30893561108,5,14,lionsgate,2003,"Horror,Crime",79188,7000000,16901126,6.9000000953674316,88.922861799999993,53,other award,R,1.4571428571428571
300445,23276.453381760319,8,11,mgm,1989,"Kids & Family,Animation,Comedy,Drama",28010,13800000,27100027,6.6999998092651367,84.61666666666666,50,other award,G,1.5222222223333333
289821,23259.097968081165,5,19,lionsgate,2013,"Thriller,Crime,Horror",20048,1500000,8551228,5.6999998092651367,106.16666666666667,57,no award,R,1
376102,22961.50992195732,7,22,lionsgate,1999,"Action,Crime,Drama",894,0,0,4.0999999046325684,96.464583333333337,0,no award,R,1.7583333333333335
393890,22925.977209331453,4,19,mgm,1986,"Action,Sci-Fi",0,0,0,0,103.8768,0,no award,R,2.1499999999999999
307852,22538.515890151168,5,15,paramount,2003,"Action,Adventure,Drama,Thriller,Mystery",37082,55000000,34238611,6,94.377516666666665,40,other award,R,2.8666666666666667
314518,22091.071922834468,6,15,paramount,2012,"Comedy,Adventure,Action",11928,14000000,9402410,5.4000000953674316,86.400083333333342,37,no award,PG-13,2.3166666666666669
371062,21722.534826383948,2,24,lionsgate,2013,"Horror,Comedy",68951,1000000,18474268,6.5,94.548116666666658,66,other award,R,1.0625
389512,21658.333340475794,5,12,mgm,2007,Sci-Fi,17321,1500000,8551228,7.4000000953674316,101.89515,57,no award,NotRated,1.4499999999999997
377068,21212.021404491104,3,7,other,2014,"Action,Western",249,2000000,0,4.6999998092651367,94.235150000000004,0,other award,NotRated,1.7333333335000001
314323,21075.363773161473,5,5,mgm,1985,"Drama,Sci-Fi,Action,Horror,Mystery",16412,25000000,8551228,6.0999999046325684,117.10181666666668,57,other award,R,1.6666666666666667
302330,20766.091138588603,4,14,mgm,1997,"Drama,Crime,Thriller",13765,48000000,22415440,6.3000001907348633,122.29986666666667,57,other award,R,2.5333333333333332
343311,20684.143264315422,4,7,lionsgate,2004,"Comedy,Horror,Sci-Fi,Fantasy",4747,1600000,8551228,3.4000000953674316,95.293809716666658,57,no award,R,1.0714285714285714
321860,20648.119705360681,9,11,lionsgate,2012,"Mystery,Kids & Family,Adventure,Comedy,Horror,Action",1406,0,0,2.9000000953674316,82.870633333333345,0,other award,G,1.1555555555555557
332933,20627.118174800169,8,11,lionsgate,2012,"Kids & Family,Comedy",1554,0,0,3.0999999046325684,80.491133333333337,0,other award,NotRated,1.1764705882352942
300177,20430.739496650389,5,18,lionsgate,2009,Comedy,5161,1500000,8551228,5,89.638383333333337,57,no award,R,1.85625
302431,20219.614057654046,5,12,lionsgate,2012,Comedy,66343,3500000,35955,6.8000001907348633,97.166666666666671,44,other award,R,1.25
313913,20145.175051285911,5,21,lionsgate,2005,"Horror,Fantasy,Thriller,Mystery",8613,3800000,206624,5.1999998092651367,98.036583333333326,34,other award,R,1.4333333333333333
378475,19910.591429318782,4,9,other,2000,"Comedy,Drama,Romance",71843,1500000,8551228,7.5,92.110233333333326,54,Oscar,R,2.6666666669999999
391660,19901.214812426755,6,27,other,2010,"Drama,Action,Crime,Comedy",17,0,0,3.7999999523162842,95.756666666666661,0,no award,NotRated,0
304808,19673.496074953353,3,21,mgm,1989,Comedy,13162,1500000,8551228,5.4000000953674316,99.433333333333337,57,no award,PG-13,2.0333333333999999
376092,19275.951757361883,6,21,lionsgate,1986,Horror,11300,2500000,13539458,6,85.963899999999995,57,other award,PG-13,1.3666666666666665
369863,19267.435781170352,3,23,lionsgate,2013,"Comedy,Romance",9700,2000000,8551228,5.1999998092651367,84.890349999999998,44,no award,R,2.23
355681,18968.417802856817,3,7,mgm,1979,Horror,29333,4700000,86432520,6.1999998092651367,118.75486598333333,57,Oscar,R,2.1000000000000001
300833,18945.591033997091,3,18,lionsgate,2012,"Action,Thriller,Mystery",30593,20000000,3749061,4.9000000953674316,93.316666666666663,22,other award,PG-13,1.8571428571428572
393888,18914.389143093031,8,19,mgm,1992,"Action,Sci-Fi",0,0,0,0,105.51320000000001,0,other award,PG-13,2
393461,18778.396638234019,5,13,lionsgate,2000,"Drama,Horror",0,0,0,0,91.776499999999999,0,Oscar,R,3
352449,18737.368818279319,4,18,lionsgate,2013,"Comedy,Crime",13672,12000000,261695,5.8000001907348633,100.82756089999999,60,no award,R,2.5666666666666669
380516,18549.916807540209,3,11,lionsgate,2014,"Comedy,Drama",34104,1500000,8551228,6.8000001907348633,93.117533333333327,74,other award,R,2
314543,18402.561173214533,4,24,paramount,2009,Comedy,10086,7500000,8551228,4.9000000953674316,95.363483333333335,57,no award,R,1.3833333333333335
314537,18396.443465254444,5,17,paramount,2002,"Drama,Action,Adventure,Documentary,Thriller,War",51706,100000000,35168677,6.6999998092651367,138.0478,58,other award,PG-13,3.5
310126,18339.316898244513,3,15,mgm,2008,Comedy,11225,6500000,4693919,4.5999999046325684,94.432000000000002,15,no award,R,1
389507,18148.447078029356,4,8,mgm,2005,War,9642,12000000,49753,5.5999999046325684,106.77794999999999,42,Golden Globe,R,1.6861111110833333
393885,18078.025882130041,14,8,mgm,1984,"Action,Adventure",971,0,0,4.8000001907348633,126.042,0,no award,R,2.766666667
306829,17896.576004593346,7,12,paramount,1998,"Adventure,Comedy,Drama,Kids & Family",12457,23000000,27008669,6.5,91.405749999999998,57,other award,PG,2
356529,17806.044411004077,5,8,mgm,1988,"Comedy,Crime",113338,7500000,63493712,7.5999999046325684,107.95726281666666,80,Oscar,R,2.7083333332500001
305432,17723.834198238648,7,17,paramount,2009,"Drama,Horror,Sci-Fi",36577,1500000,8551228,6,84.561666666666667,57,other award,PG-13,2.3899999999999997
334157,17706.833561525087,3,9,mgm,1990,"Comedy,Drama,Romance",23145,31000000,35419397,6.5999999046325684,110.24594999999999,57,Golden Globe,PG-13,2.3799999999999999
329434,17577.129182379751,5,12,lionsgate,2011,"Kids & Family,Comedy,Drama,Romance",4403,1500000,8551228,6.5,90.829966666666664,57,other award,NotRated,1.2072916666875
302149,17491.514421873828,2,8,mgm,1985,"Action,Thriller",5157,7000000,8551228,6,100.5,57,no award,R,1.3333333333333333
312182,17397.191666469422,10,12,mgm,1994,"Crime,Drama,Romance",2816,7000000,20851521,6.6999998092651367,119.12473333333334,0,other award,R,2.27
394492,17389.655244903322,4,13,mgm,2000,"Comedy,Drama",0,0,0,0,111.49718333333334,0,Oscar,R,2.3416666666666668
304804,17380.714506599106,10,13,mgm,2000,Drama,931,0,0,7.6999998092651367,96.86666666666666,0,Golden Globe,R,2.6166666666666667
321865,16850.740064242207,5,15,lionsgate,2002,"Action,Drama,Thriller",6539,11000000,8551228,5.8000001907348633,96.461116666666669,57,no award,R,1.25
307874,16842.523252329604,10,20,paramount,1996,"Action,Adventure,Sci-Fi,Fantasy",28753,45000000,17300889,4.9000000953674316,100.28776666666666,57,other award,PG,2
348454,16838.845566103282,2,10,mgm,2008,"Crime,Horror,Thriller",27582,8000000,108662,6,94.849694450000001,55,no award,R,1.1111111111111112
